5474,"I lack identification.","unable_to_verify_identity"
532,"Can you please send me a replacement card and deactivate my current one? I am currently in Spain and my wallet was stolen.","lost_or_stolen_card"
7233,"For what reason do you require an extensive amount of information about me for my account?","why_verify_identity"
8683,"Is it possible to make a deposit with Apple Pay?","apple_pay_or_google_pay"
5812,"What types of payments are accepted for depositing funds?","supported_cards_and_currencies"
2762,"When I deposit money, what is the expected waiting time?","pending_top_up"
1381,"What is the maximum amount I am able to add as a top-up?","top_up_limits"
7082,"Can you show me where my card is located?","lost_or_stolen_card"
489,"In what way can I add funds to my card using a different card?","supported_cards_and_currencies"
59,"Forgot password.","passcode_forgotten"
4930,"How can I unblock my card?","pin_blocked"
979,"I may have to convert my currency from GBP to AUD if my plans undergo alterations.","exchange_via_app"
1218,"I attempted to add funds to my account, but it was unsuccessful. Can you provide assistance?","top_up_failed"
8464,"The application does not recognize me as myself.","unable_to_verify_identity"
5129,"Could you tell me the number for stopping a card?","lost_or_stolen_card"
8185,"Is it possible to add funds to my card using other cards?","supported_cards_and_currencies"
6653,"It was not possible for me to utilize my card at a particular store.","declined_card_payment"
8743,"For what type of cards is the topping up option available?","supported_cards_and_currencies"
2513,"What prevented me from using my card for a purchase at a store?","declined_card_payment"
6691,"What initial action do I need to take in order to have access to my account?","why_verify_identity"
3084,"The app does not acknowledge me.","unable_to_verify_identity"
964,"The application does not trust that I am who I claim to be.","unable_to_verify_identity"
4864,"What is the reason for requiring me to present identification?","verify_my_identity"
7300,"The card is loaded with top-up but no change has been made.","pending_top_up"
5351,"For which cards do you provide support for topping up?","supported_cards_and_currencies"
622,"Can I use my account if my identity verification hasn't been processed yet?","why_verify_identity"
8045,"Can you tell me the maximum amount allowed for spending on my card each day?","top_up_limits"
843,"Can you please put an immediate freeze on my card?","lost_or_stolen_card"
6701,"It is not recognized by the app that I am the user.","unable_to_verify_identity"
5328,"Could you update me on the progress of my recently requested card?","lost_or_stolen_card"
8954,"I mistakenly provided inaccurate details and now require my account to be unblocked. What is the procedure for this?","pin_blocked"
7138,"Due to my intoxicated state, I accidentally blocked my card. Can someone assist me?","pin_blocked"
5812,"What methods of payment are accepted for me to deposit funds?","supported_cards_and_currencies"
5474,"I do not possess any form of identification.","unable_to_verify_identity"
7138,"I accidentally blocked my card while I was drunk. Can someone please assist me?","pin_blocked"
1321,"What is preventing me from adding money to my account?","top_up_failed"
5328,"Could you inform me of the current progress of my recently issued card?","lost_or_stolen_card"
8954,"I mistakenly provided incorrect details and require assistance in unblocking my account. What steps should I take?","pin_blocked"
1896,"I have concerns about fraudulent activities, what measures are in place to safeguard my account?","verify_my_identity"
1851,"What is the correct way to use the app for Top up to function properly?","top_up_failed"
489,"What is the process for adding funds to my card using another card?","supported_cards_and_currencies"
5129,"What is the number to call for card freezing?","lost_or_stolen_card"
4864,"What is the reason for me to provide identification?","verify_my_identity"
3002,"What are the payment options available for purchasing top-ups?","supported_cards_and_currencies"
2762,"What is the expected wait time for adding money?","pending_top_up"
5351,"Which payment cards do you endorse for adding credits?","supported_cards_and_currencies"
2223,"What is the way to demonstrate my identity?","verify_my_identity"
960,"What is the way to demonstrate my identity?","verify_my_identity"
3374,"What is the reason for me to present my identification?","verify_my_identity"
1381,"What is the maximum amount I can add to my account?","top_up_limits"
3100,"What steps can I take to make my card eligible for top up?","apple_pay_or_google_pay"
6201,"What is the reason for me needing to demonstrate my identification?","verify_my_identity"
5387,"I need to take immediate action to prevent misuse of my stolen card by either blocking or deactivating it. I want this matter resolved promptly.","lost_or_stolen_card"
4437,"There is no indication that my message was successfully sent.","top_up_failed"
4310,"Is it acceptable for me to continue using my account without verification?","why_verify_identity"
7320,"My preference is to convert my money to a different currency.","exchange_via_app"
4228,"What occurred that my credit card was declined for a top-up transaction?","top_up_failed"
622,"Would I be able to access my account if my identity verification hasn't been processed?","why_verify_identity"
2762,"What length of time should I anticipate for money to be added?","pending_top_up"
8526,"Can you add funds to my card that is supported by your company?","supported_cards_and_currencies"
4864,"What is the reason for me to present my identification?","verify_my_identity"
5328,"Could you inform me of the current state of my newly issued card?","lost_or_stolen_card"
7320,"My desire is to exchange my current currency.","exchange_via_app"
3100,"What steps should I take to enable my card to receive a top up?","apple_pay_or_google_pay"
4359,"My account is inaccessible.","passcode_forgotten"
1896,"I'm concerned about fraudulence. What measures do you take to secure my account?","verify_my_identity"
631,"Today, a new client attempted to fill gas for the first time but encountered some difficulty.","pending_top_up"
2983,"I am unable to include any additional funds.","top_up_failed"
5129,"Can you provide me with the number to freeze a card over the phone?","lost_or_stolen_card"
1851,"What steps are necessary to ensure that the app's Top up function functions accurately?","top_up_failed"
67,"The money I added to my card was not visible to me.","top_up_failed"
4437,"It seems like my message was not sent.","top_up_failed"
489,"What is the method for adding more funds to my card using a different card?","supported_cards_and_currencies"
622,"May I access my account if my identity verification has not been processed?","why_verify_identity"
2579,"What is the way to demonstrate my identity?","verify_my_identity"
